ID,Gene,Chromosome,Start,End,Strand,Interpro_ID,Ontology_ID,Best_TAIR,Best_sport,Best_trembl_plants,Description,L_fSC_1,L_fSC_2,L_fSC_3,L_fSC_4,L_AtSC_1,L_AtSC_2,L_AtSC_3,L_AtSC_4,L_AtSCMloti_1,L_AtSCMloti_2,L_AtSCMloti_3,L_AtSCMloti_4,L_LjSC_1,L_LjSC_2,L_LjSC_3,L_LjSC_4,L_mock_1,L_mock_2,L_mock_3,L_mock_4,fullSC_vs_Mock_pvalue,fullSC_vs_Mock_padj,fullSC_vs_Mock_log2FoldChange,AtSC_vs_Mock_pvalue,AtSC_vs_Mock_padj,AtSC_vs_Mock_log2FoldChange,AtSCMloti_vs_Mock_pvalue,AtSCMloti_vs_Mock_padj,AtSCMloti_vs_Mock_log2FoldChange,LjSC_vs_Mock_pvalue,LjSC_vs_Mock_padj,LjSC_vs_Mock_log2FoldChange,fullSC_vs_AtSC_pvalue,fullSC_vs_AtSC_padj,fullSC_vs_AtSC_log2FoldChange,fullSC_vs_AtSCMloti_pvalue,fullSC_vs_AtSCMloti_padj,fullSC_vs_AtSCMloti_log2FoldChange,fullSC_vs_LjSC_pvalue,fullSC_vs_LjSC_padj,fullSC_vs_LjSC_log2FoldChange,AtSC_vs_AtSCMloti_pvalue,AtSC_vs_AtSCMloti_padj,AtSC_vs_AtSCMloti_log2FoldChange,AtSC_vs_LjSC_pvalue,AtSC_vs_LjSC_padj,AtSC_vs_LjSC_log2FoldChange,AtSCMloti_vs_LjSC_pvalue,AtSCMloti_vs_LjSC_padj,AtSCMloti_vs_LjSC_log2FoldChange,cl
LotjaGi1g1v0299700.1,LotjaGi1g1v0299700,chr1,72476690,72490283,+,"IPR005123 (Oxoglutarate/iron-dependent dioxygenase), IPR026992 (Non-haem dioxygenase N-terminal domain)","GO:0016491, GO:0046872, GO:0055114",AT5G24530.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,sp|Q9FLV0|DMR6_ARATH Protein DOWNY MILDEW RESISTANCE 6,tr|A0A1J7H5B4|A0A1J7H5B4_LUPAN Uncharacterized protein,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,6.150556540247464,6.5690953660976765,6.517498147545286,6.873449207114807,5.8950990904542335,6.035515280601128,6.370059336482693,6.0037980586290605,6.1524497499309065,6.110491178790361,6.350052890604958,6.93210348651364,5.956797138208425,5.849284372088267,6.271984918432131,6.459785445377002,7.401810836452189,7.459805816159353,7.5556201833896175,7.759055286289445,1.0398042671210315e-5,0.0016495076782965452,-0.9889571812019506,0.005490659633154955,0.3898368339540018,-1.0591520916110828,1.0925910173052214e-9,9.71335266204688e-7,-1.276882109634884,6.060857754124587e-10,9.707156200549568e-7,-1.6263390466121246,0.8279152186246336,1,0.0701949104091323,0.17161816290323262,1,0.2879249284329334,0.01967424042064783,0.4362862554705923,0.637381865410174,0.5297281900208481,1,0.21773001802380107,0.12310445288500503,1,0.5671869550010418,0.1736473431665606,1,0.3494569369772407,1
LotjaGi1g1v0541300_LC.1,LotjaGi1g1v0541300_LC,chr1,107007969,107013493,+,"IPR000157 (Toll/interleukin-1 receptor homology (TIR) domain), IPR002182 (NB-ARC), IPR027417 (P-loop containing nucleoside triphosphate hydrolase)","GO:0007165, GO:0043531",AT4G12010.1 Disease resistance protein (TIR-NBS-LRR class) family,sp|Q40392|TMVRN_NICGU TMV resistance protein N,tr|G7K8H3|G7K8H3_MEDTR TIR-like domain protein TSDC protein,Disease resistance protein (TIR-NBS-LRR class),6.264394531932151,6.301914865067527,4.9326924242220915,3.7996543850751676,4.806000718619372,4.813229062980773,5.275152520982276,4.9743664781984025,5.7422146354782,5.239519452583262,3.686157522422584,4.150855175198097,5.141288064263287,4.767559052347116,4.252175019579398,4.684558455242333,6.356411394081267,5.523952332136113,5.34358125523223,5.959239485392556,1.1178490473964174e-5,0.0017468476904836554,-1.8955039213524456,4.043861751880992e-4,0.0995269601879825,-2.3595854924778474,2.910221207462318e-10,2.8122226715849457e-7,-2.522763934698458,9.528492420678179e-7,2.981011630091057e-4,-2.231411001676948,0.40747672005771823,1,0.4640815711254019,0.11171612204166888,1,0.6272600133460124,0.4972576505611919,1,0.3359070803245025,0.7920224149920805,1,0.16317844222061062,0.8408863737557053,1,-0.12817449080089938,0.5296477669493644,1,-0.29135293302151,1
LotjaGi1g1v0511900.1,LotjaGi1g1v0511900,chr1,103358931,103361560,-,IPR002213 (UDP-glucuronosyl/UDP-glucosyltransferase),"GO:0008152, GO:0016740, GO:0016758",AT3G02100.1 UDP-Glycosyltransferase superfamily protein,sp|Q9SGA8|U83A1_ARATH UDP-glycosyltransferase 83A1,tr|A0A067YCV1|A0A067YCV1_PUEML Glycosyltransferase KGT22,UDP-glycosyltransferase,3.832552875861814,4.637622025398747,4.425205152825887,4.384535055998241,3.850519977125308,3.9777160393842332,4.276175673747057,4.299634712034893,4.370977992877686,4.018433265790068,4.2071229542444275,4.223919189209292,4.040636002510971,3.9409645591944424,3.6866929134784012,4.004616475681025,3.3938682821369763,3.5082547532703683,3.7134912937830507,3.6148150481037256,1.4371120636307384e-5,0.0021885910263583753,1.782286363465305,0.004042921427740612,0.326383549483193,1.8709456413426349,2.2578479708158653e-4,0.02350435600719813,1.4856539803297986,0.057256695545251396,0.8613573551959887,1.0799157600184683,0.8619913621062368,1,-0.08865927787732988,0.36936819911163,1,0.2966323831355064,0.16127655971986962,0.9681015204323712,0.7023706034468368,0.48152226085647254,1,0.38529166101283624,0.1937195697722005,1,0.7910298813241666,0.37949788248199123,1,0.4057382203113304,3
LotjaGi5g1v0049600.1,LotjaGi5g1v0049600,chr5,8361659,8364015,-,IPR001810 (F-box domain),NA,AT4G33160.1 F-box family protein,sp|Q9SMZ3|FBX13_ARATH F-box only protein 13,tr|C6TD64|C6TD64_SOYBN Putative uncharacterized protein,F-box family protein,4.8315840757916035,4.927695939208981,4.272246866258901,3.7243717313988998,4.00595560585519,3.2156196980219436,3.745385633032715,4.446913837372277,4.672222551879503,4.514731472509641,3.176972824848055,4.224303187271961,3.7588159035741424,3.8841057057110726,3.557374603859424,3.5016239591956477,3.0386424406741424,2.8384688026755627,2.841815013000991,2.9036544974889855,1.7304112289813687e-5,0.0025974775007075166,3.1257372341590157,0.02572100448897942,0.7928412545706659,2.445438219037331,3.570013073197998e-5,0.0048827892651299755,2.9313816930088405,0.018581816882896708,0.5580813000289807,2.2464678219589382,0.4124592436255035,1,0.6802990151216842,0.7136360221866347,1,0.19435554115017473,0.2744310231306087,1,0.879269412200077,0.5819546412512786,1,-0.4859434739715095,0.834492387722699,1,0.1989703970783929,0.34633790546687127,1,0.6849138710499024,3
LotjaGi3g1v0370300.1,LotjaGi3g1v0370300,chr3,75901874,75905775,-,"IPR000640 (Translation elongation factor EFG, V domain), IPR009000 (Translation protein, beta-barrel domain), IPR009022 (Elongation factor G, III-V domain), IPR020568 (Ribosomal protein S5 domain 2-type fold), IPR027417 (P-loop containing nucleoside triphosphate hydrolase)","GO:0003746, GO:0003924, GO:0005525, GO:0006414",AT1G56070.1 Ribosomal protein S5/Elongation factor G/III/V family protein,sp|Q9ASR1|EF2_ARATH Elongation factor 2,tr|I1KU21|I1KU21_SOYBN Uncharacterized protein,Elongation factor,6.645904864027756,6.348173837993429,6.322935030862276,6.403658737593625,6.675889927610932,6.923906945848621,6.640250183114748,6.8406405715270395,6.650269005560875,6.302527741245019,6.171907828893593,6.3088709820598545,6.802982845007699,6.513506397183538,6.5849089859239935,6.356499190030202,6.6240219580381,6.8918197424905445,6.7615654392851745,6.892065413144111,1.9829589653616576e-5,0.0029241662489206417,-0.7218947012109731,0.025547137299927993,0.7909814655206399,-0.5969679545549801,4.872233042866239e-6,8.949406239192034e-4,-0.7158568007110298,0.09775641966606938,1,-0.328522192704638,0.5760150031865527,1,-0.12492674665599308,0.9693022965328636,1,-0.006037900499943378,0.049415032595621036,0.6477580695688442,-0.39337250850633515,0.6228168464717412,1,0.1188888461560497,0.28665492613884686,1,-0.268445761850342,0.036995228757013984,0.758691027165563,-0.38733460800639175,5
LotjaGi3g1v0370300.4,LotjaGi3g1v0370300,chr3,75902347,75905310,-,NA,"GO:0003746, GO:0003924, GO:0005525, GO:0006414",AT1G56070.1 Ribosomal protein S5/Elongation factor G/III/V family protein,sp|Q9ASR1|EF2_ARATH Elongation factor 2,tr|I1KU21|I1KU21_SOYBN Uncharacterized protein,Elongation factor,6.645904864027756,6.348173837993429,6.322935030862276,6.403658737593625,6.675889927610932,6.923906945848621,6.640250183114748,6.8406405715270395,6.650269005560875,6.302527741245019,6.171907828893593,6.3088709820598545,6.802982845007699,6.513506397183538,6.5849089859239935,6.356499190030202,6.6240219580381,6.8918197424905445,6.7615654392851745,6.892065413144111,1.9829589653616576e-5,0.0029241662489206417,-0.7218947012109731,0.025547137299927993,0.7909814655206399,-0.5969679545549801,4.872233042866239e-6,8.949406239192034e-4,-0.7158568007110298,0.09775641966606938,1,-0.328522192704638,0.5760150031865527,1,-0.12492674665599308,0.9693022965328636,1,-0.006037900499943378,0.049415032595621036,0.6477580695688442,-0.39337250850633515,0.6228168464717412,1,0.1188888461560497,0.28665492613884686,1,-0.268445761850342,0.036995228757013984,0.758691027165563,-0.38733460800639175,5
LotjaGi5g1v0042900_LC.4,LotjaGi5g1v0042900_LC,chr5,7221972,7233024,-,"IPR013148 (Glycosyl hydrolase family 32, N-terminal), IPR013320 (Concanavalin A-like lectin/glucanase domain), IPR023296 (Glycosyl hydrolase, five-bladed beta-propellor domain)","GO:0004553, GO:0005975, GO:0008152, GO:0016787, GO:0016798",AT3G13790.1 Glycosyl hydrolases family 32 protein,"sp|Q43866|INV1_ARATH Beta-fructofuranosidase, insoluble isoenzyme CWINV1",tr|A0A1J7HH19|A0A1J7HH19_LUPAN Uncharacterized protein,Cell wall invertase,5.835127015288009,5.818747109285774,5.684268037263483,5.573757525517589,4.712537847877664,5.391432154791705,5.871934525073744,5.145123017878343,5.871084139154539,6.2452015196243345,5.175403788714884,5.58850985245712,5.636746961607161,5.785323087573883,5.549583939803561,5.382481007102572,6.654484041469209,6.373173133885988,6.437314421640918,6.716376302503954,2.146699902196225e-5,0.0030894773850164226,-1.238860574753615,0.017126488381485942,0.6708105431289292,-1.1328118051358764,6.164398440998376e-6,0.0010620685081427085,-1.206752111243516,1.8563436726488255e-4,0.0255923922198921,-1.2145845998409885,0.7912668552071165,1,-0.10604876961773856,0.9045040190733475,1,-0.0321084635100989,0.9435914951956921,1,-0.024275974912626373,0.8639594680556766,1,0.07394030610763966,0.857580846795202,1,0.08177279470511219,0.9802805866884222,1,0.007832488597472525,1
LotjaGi6g1v0281100.2,LotjaGi6g1v0281100,chr6,59747571,59759506,-,"IPR002182 (NB-ARC), IPR027417 (P-loop containing nucleoside triphosphate hydrolase), IPR032675 (Leucine-rich repeat domain, L domain-like)",GO:0043531,AT3G07040.1 NB-ARC domain-containing disease resistance protein,sp|Q39214|RPM1_ARATH Disease resistance protein RPM1,tr|G7JA00|G7JA00_MEDTR NB-ARC domain disease resistance protein,Disease resistance protein,4.415566137340733,4.268292005794329,3.5341740803349895,3.03884911091242,3.530117046797063,3.8383285910176244,4.253712128211269,3.3335251024494776,4.0480401040453495,4.15642898427073,3.706903382510972,3.6069587705870307,3.836933930713863,3.8496797617827956,4.24507712542561,3.605473347742599,4.182952065795126,4.254115539849332,4.826090873895479,4.485718865838557,2.183705277608247e-5,0.0031319718159668964,-1.899862419995956,0.04871683173404024,0.9808932665158194,-1.285925298575118,8.679414041093486e-5,0.010483930259256698,-1.524196639808492,0.09027784350694897,0.9947589923153047,-0.8128051503287115,0.2565542242566656,1,-0.613937121420838,0.34094752984230337,1,-0.37566578018746405,0.034687968584056754,0.567088963416663,-1.0870572696672445,0.6879787923983685,1,0.2382713412333739,0.45291657956867737,1,-0.4731201482464065,0.12064978462032867,1,-0.7113914894797805,5
LotjaGi1g1v0688900.1,LotjaGi1g1v0688900,chr1,125638950,125641839,+,"IPR006121 (Heavy metal-associated domain, HMA)","GO:0030001, GO:0046872",AT5G03380.1 Heavy metal transport/detoxification superfamily protein,sp|Q9LZF1|HIP6_ARATH Heavy metal-associated isoprenylated plant protein 6,tr|I1NAB0|I1NAB0_SOYBN Uncharacterized protein,Heavy metal-associated protein,5.186009852867631,5.727097485347739,5.514499913854227,5.651607748833879,5.10672281349159,5.4663446968665275,6.3107095077372035,5.618763125037153,5.739932698712783,6.1077506407260715,5.776254828197839,5.678784720350016,5.914160543989991,5.927817745659275,5.87792648829519,6.383939836526467,6.5707887678300265,6.591355664183209,6.284417242006394,6.4728842688660695,2.4019437798122643e-5,0.003398425861437082,-1.092886149866445,0.9129967212990473,1,0.045008344206279714,5.352599865183368e-4,0.04665263070730704,-0.810898700963277,0.019188230238972728,0.5648444414127588,-0.6580025674111043,0.0012262820305482078,0.07604344073928673,-1.1378944940727247,0.24160227046903746,1,-0.28198744890316807,0.14836772831430342,0.9419555463101081,-0.4348835824553407,0.021599009638780194,0.767330402279458,0.8559070451695566,0.07380623203018005,1,0.7030109116173839,0.5766482663560398,1,-0.15289613355217263,1
LotjaGi3g1v0151100.1,LotjaGi3g1v0151100,chr3,20337223,20338939,-,IPR012336 (Thioredoxin-like fold),"GO:0005623, GO:0006662, GO:0015035, GO:0045454, GO:0055114",AT1G11530.1 C-terminal cysteine residue is changed to a serine 1,sp|Q8LDI5|CXXS1_ARATH Thioredoxin-like protein CXXS1,tr|G7JF34|G7JF34_MEDTR Thioredoxin,Thioredoxin,4.929975125496124,5.529554479238959,8.46155967549924,8.616734446874238,4.650751762335409,4.640130431759089,5.332802708805289,6.005152833372183,5.825440792707153,6.468055557677328,8.336532982452566,8.689136723586284,6.819562952412664,7.007408661451935,7.190254886366122,7.8387154723727805,7.91582430706509,7.216968241323656,7.778629790863157,7.319407108651942,2.6470509390920533e-5,0.003720083668764268,1.0716659388827618,0.7582997298236619,1,0.13900927387071016,4.419546536222444e-5,0.005899497389838555,0.9714032963594914,0.541786780203298,1,0.172595665193097,0.0182822884339383,0.41771387944921706,0.9326566650120516,0.6768557443449486,1,0.10026264252327036,0.0025517598707892166,0.1376556772044314,0.8990702736896649,0.04081718154485412,0.9968985409691344,-0.8323940224887812,0.9368867042628126,1,-0.03358639132238682,0.003502661960553479,0.20917129521694297,0.7988076311663945,10
LotjaGi4g1v0109500.1,LotjaGi4g1v0109500,chr4,15525824,15530998,+,IPR008972 (Cupredoxin),"GO:0005507, GO:0008447, GO:0016491, GO:0055114",AT5G66920.1 SKU5 similar 17,sp|Q00624|ASOL_BRANA L-ascorbate oxidase homolog,tr|A0A0S3R4H4|A0A0S3R4H4_PHAAN Uncharacterized protein,L-ascorbate oxidase like,5.935049326702598,5.6403347789916785,4.868021592203374,4.924153054438184,7.490282618534556,7.318373024372336,6.71990585414394,7.313117871297368,4.736980085815518,4.978591842153259,5.050348158524721,5.224361781249479,5.166116030459947,5.696520752021832,5.885902781843373,4.626288231076141,4.233045366263032,4.334848594643702,3.6006240830377054,3.883029125471789,3.4177929077166215e-5,0.004587729710742696,1.8265387967983417,2.416522749669485e-7,5.336827602669359e-4,3.361979820240114,3.381364805646348e-4,0.03246329308332307,1.5245019268356228,5.645943528662427e-5,0.009651853381118992,2.1793178585030173,0.0027851609737745532,0.13460787970147214,-1.535441023441772,0.392917402444721,1,0.3020368699627187,0.4672649284278488,1,-0.35277906170467566,8.10269952660221e-4,0.10185093304938977,1.8374778934044906,0.03916969573897217,0.8455060019325734,1.1826619617370961,0.14098617179894607,1,-0.6548159316673944,2
LotjaGi4g1v0109500.2,LotjaGi4g1v0109500,chr4,15526222,15530616,+,NA,"GO:0005507, GO:0008447, GO:0016491, GO:0055114",AT5G66920.1 SKU5 similar 17,sp|Q00624|ASOL_BRANA L-ascorbate oxidase homolog,tr|A0A0S3R4H4|A0A0S3R4H4_PHAAN Uncharacterized protein,L-ascorbate oxidase like,5.935049326702598,5.6403347789916785,4.868021592203374,4.924153054438184,7.490282618534556,7.318373024372336,6.71990585414394,7.313117871297368,4.736980085815518,4.978591842153259,5.050348158524721,5.224361781249479,5.166116030459947,5.696520752021832,5.885902781843373,4.626288231076141,4.233045366263032,4.334848594643702,3.6006240830377054,3.883029125471789,3.4177929077166215e-5,0.004587729710742696,1.8265387967983417,2.416522749669485e-7,5.336827602669359e-4,3.361979820240114,3.381364805646348e-4,0.03246329308332307,1.5245019268356228,5.645943528662427e-5,0.009651853381118992,2.1793178585030173,0.0027851609737745532,0.13460787970147214,-1.535441023441772,0.392917402444721,1,0.3020368699627187,0.4672649284278488,1,-0.35277906170467566,8.10269952660221e-4,0.10185093304938977,1.8374778934044906,0.03916969573897217,0.8455060019325734,1.1826619617370961,0.14098617179894607,1,-0.6548159316673944,2
LotjaGi5g1v0043000.1,LotjaGi5g1v0043000,chr5,7240816,7245137,-,"IPR013148 (Glycosyl hydrolase family 32, N-terminal), IPR023296 (Glycosyl hydrolase, five-bladed beta-propellor domain)","GO:0004553, GO:0005975, GO:0008152, GO:0008270, GO:0016787, GO:0016798",AT1G55120.1 beta-fructofuranosidase 5,"sp|Q67XZ3|INV3_ARATH Beta-fructofuranosidase, insoluble isoenzyme CWINV3",tr|A0A1J7HH19|A0A1J7HH19_LUPAN Uncharacterized protein,"Beta-fructofuranosidase, insoluble isoenzyme 1",7.788823820930285,7.802680655745,7.5472219898853705,7.61130318865186,6.1883414065499185,6.673311732436355,7.307615177658579,6.297189746492284,7.8445835431812165,8.022643340437575,7.2203719605761885,7.263537011373559,7.350793817966645,7.461853163373731,7.236406086445109,7.833823203454006,8.408694474572203,8.181971896416268,8.34720859243204,8.63435059521363,4.02388716077358e-5,0.005223286049224303,-0.9378832204156671,5.567615250615207e-5,0.032090312762503306,-1.5142799921334416,2.7935094432331434e-7,7.712688711873072e-5,-1.0846071945735272,5.388958472592911e-6,0.0013390308558236966,-1.1356153939965312,0.06958286929319452,0.745238593992448,0.5763967717177745,0.4804989444170125,1,0.14672397415786,0.45228181423645714,1,0.1977321735808641,0.20615347699310158,1,-0.4296727975599145,0.28742938070211727,1,-0.37866459813691045,0.8339527337432215,1,0.05100819942300406,1
LotjaGi1g1v0658100.2,LotjaGi1g1v0658100,chr1,121873289,121879063,-,"IPR000109 (Proton-dependent oligopeptide transporter family), IPR020846 (Major facilitator superfamily domain)","GO:0005886, GO:0015706, GO:0016020, GO:0016021, GO:0022857, GO:0055085, GO:0080054",AT1G68570.1 Major facilitator superfamily protein,sp|Q9SX20|PTR18_ARATH Protein NRT1/ PTR FAMILY 3.1,tr|K7KEL8|K7KEL8_SOYBN Uncharacterized protein,Protein NRT1/ PTR FAMILY 1.1,3.43539708169639,4.344232403957319,3.8292301405902163,4.13222093602323,4.610410188857621,4.213766128554663,4.7547236392301,4.616996461065365,3.426119180484185,3.9626965351170993,3.87663592881465,4.36954876989138,5.006330923835782,4.8215268310621475,5.030039982154817,4.9537262571743534,4.448668637247685,5.357950239111096,5.348355428701983,5.168649599983089,5.141899410381362e-5,0.0063710871984251904,-1.6909138752593342,0.9409482805317362,1,-0.04832818134216495,3.2185925725394394e-6,6.247583338076446e-4,-1.8417747123223227,0.48565902748483464,1,0.31361642329176537,0.003541319410008665,0.15515605865318366,-1.6425856939171692,0.7174852462632122,1,0.15086083706298817,2.3842284742377158e-5,0.003444240803020422,-2.0045302985510998,0.0028078880613757614,0.2489699584379197,1.7934465309801575,0.5491970343990757,1,-0.36194460463393024,1.3121250506647385e-6,2.588270563741113e-4,-2.155391135614088,8
LotjaGi5g1v0286800.1,LotjaGi5g1v0286800,chr5,60337920,60351267,+,IPR005135 (Endonuclease/exonuclease/phosphatase),"GO:0016787, GO:0046856",AT1G71710.1 DNAse I-like superfamily protein,sp|Q8H0Z6|IP5P3_ARATH Type IV inositol polyphosphate 5-phosphatase 3,tr|I1LDC4|I1LDC4_SOYBN Uncharacterized protein,"Type I inositol-1,4,5-trisphosphate 5-phosphatase 1",8.371533004832527,8.022216990256823,7.960279162892139,7.947601195382488,8.06564732950906,8.413278202778065,8.093404497819096,7.906048814252677,8.020581081952635,7.9558853648838115,8.160907869708133,7.894644043731498,7.907258185675757,7.9410144591538065,7.645768461285549,7.938075541828588,8.586338809703324,8.336679820220898,8.44329799417879,8.679565347678611,5.238713289837015e-5,0.006452862134658064,-0.7189534156714857,0.0020267040885023524,0.21036223341469415,-0.893535890537007,4.991602509966991e-6,9.085584249056078e-4,-0.750030023456369,1.8358922510303814e-6,5.265930404331305e-4,-0.9439325786798589,0.473968220961692,1,0.17458247486552117,0.8477477591842373,1,0.031076607784883224,0.27401516874431453,1,0.22497916300837317,0.5824289002562635,1,-0.14350586708063795,0.8530846691954541,1,0.05039668814285201,0.30928606374878237,1,0.19390255522348995,1
LotjaGi1g1v0479100_LC.1,NA,chr1,99117688,99122195,+,NA,NA,NA,NA,NA,NA,4.237224488231178,4.68828078010796,3.396788097276228,3.5578973297511514,4.12936302187824,4.40481980210734,4.441748131199996,4.229899113709698,4.649245471221947,4.429007397854245,3.6148630117350167,3.523291753527192,4.108590548174902,4.267493007041768,3.9620825861430062,4.087201281406305,4.643939780252587,4.378563419806907,4.182249860100021,4.183430684555171,7.06327086686585e-5,0.008332669969136388,-1.5851251067351215,0.07642568557217704,1,-0.9373900276430849,4.587057573701782e-4,0.041782642665700385,-1.167352524983052,0.005837450601083806,0.30573647523176434,-1.074065023519181,0.14053061114234713,0.9247232395682236,-0.6477350790920368,0.21307568289883128,1,-0.4177725817520696,0.24645477680915526,1,-0.5110600832159405,0.6320092677669301,1,0.22996249733996715,0.7881895632461,1,0.1366749958760962,0.8085222450368005,1,-0.09328750146387094,1
LotjaGi4g1v0298900.2,LotjaGi4g1v0298900,chr4,67291569,67303171,-,"IPR010713 (Xyloglucan endo-transglycosylase, C-terminal), IPR013320 (Concanavalin A-like lectin/glucanase domain)","GO:0004553, GO:0005576, GO:0005618, GO:0005975, GO:0006073, GO:0008152, GO:0010411, GO:0016740, GO:0016757, GO:0016762, GO:0016787, GO:0016798, GO:0042546, GO:0048046, GO:0071555",AT4G25810.1 xyloglucan endotransglycosylase 6,sp|Q38910|XTH23_ARATH Probable xyloglucan endotransglucosylase/hydrolase protein 23,tr|A0A0B2QSS8|A0A0B2QSS8_GLYSO Xyloglucan endotransglucosylase/hydrolase,Xyloglucan endotransglucosylase/hydrolase,6.858920926370114,6.895740670243437,5.676677814702296,5.120125122043827,6.489623999761074,3.652385640285546,4.565882229147672,5.741037388730685,6.458185951468314,6.027027703407518,4.675188231222253,5.741608660283235,4.853120369729475,4.484721591285939,5.6948117026112515,4.317083639933548,3.389792745272828,3.3427442073093676,4.29355491828248,4.337602327609422,1.2108956467844625e-4,0.012871144590693728,3.2488369410701687,0.011511476738485097,0.5557378925110956,3.4161032291493902,8.662221176312833e-5,0.010483930259256698,3.256310553539256,0.0013545216867365073,0.11718531952984788,3.7271871100618355,0.8743391958717357,1,-0.16726628807922134,0.9913237930254529,1,-0.0074736124690870575,0.6294280227194439,1,-0.4783501689916667,0.8864543347051537,1,0.1597926756101343,0.7950218497560971,1,-0.3110838809124454,0.5991528797379577,1,-0.47087655652257965,2
LotjaGi1g1v0663000_LC.1,LotjaGi1g1v0663000_LC,chr1,122411222,122411944,+,IPR028045 (Protein of unknown function DUF4539),NA,AT1G48580.1 nuclear localized protein,"sp|Q94KU6|PAP2_BRACM Plastid lipid-associated protein 2, chloroplastic",tr|I3S8L9|I3S8L9_LOTJA Uncharacterized protein,"Nuclear localized protein, putative",3.7014667433584947,4.602770339844612,4.031034103177595,3.819741727156283,3.4017376023765644,3.843863579689126,4.226264143001787,3.6730564414512106,4.463340693482736,4.71846787299619,3.8049450152423843,3.571039653031615,4.282099945965887,4.214198096746164,4.619453519461688,4.068869064112144,4.399303981293804,4.852296415486105,5.086225211337526,5.04272685019513,1.2510497385181878e-4,0.01319747180079136,-1.6416482512229993,0.13332213802373927,1,-0.9998723634815738,3.666560312107447e-4,0.034899844204173046,-1.3704596932992146,0.1623195263897282,1,-0.6458608894490103,0.2528571624054652,1,-0.6417758877414252,0.48789151995085317,1,-0.27118855792378455,0.04430739960418855,0.6241131544678099,-0.9957873617739889,0.5415924191561287,1,0.3705873298176407,0.580800511823103,1,-0.35401147403256356,0.10649441592492007,1,-0.7245988038502041,5
LotjaGi3g1v0143800.1,LotjaGi3g1v0143800,chr3,19129345,19131318,+,"IPR010987 (Glutathione S-transferase, C-terminal-like), IPR012336 (Thioredoxin-like fold)","GO:0004364, GO:0016740",AT1G78380.1 glutathione S-transferase TAU 19,sp|Q03666|GSTX4_TOBAC Probable glutathione S-transferase,tr|A0A151TDL0|A0A151TDL0_CAJCA Putative glutathione S-transferase,Glutathione S-transferase,7.0638124005543235,6.735105773736701,6.665486499921022,6.395267860699696,6.265598634228426,5.909664621502515,5.910820978409041,5.80135610793527,6.427211333181789,6.47943919278728,6.473489252221158,6.606724519088175,6.323960549712591,6.692207130200654,6.616176183265653,6.607686727186535,7.008587952868169,6.922497422840843,7.149588250344171,7.637623847698401,1.2616512079023913e-4,0.013242594633321341,-0.83340336416948,4.573039294553895e-7,8.667698913338369e-4,-1.8420223130508493,4.6613953165267834e-7,1.164065636038944e-4,-1.0225198882573299,0.010073338994393005,0.4170020388127408,-0.6436437954296701,9.995153183498598e-4,0.06693221319223316,1.0086189488813693,0.3426356267723245,1,0.18911652408784987,0.45775937580313886,1,-0.18975956873980984,0.013286888896070596,0.6186397406411126,-0.8195024247935195,4.982304053561067e-4,0.0738471599593696,-1.1983785176211792,0.11208164076364979,1,-0.3788760928276597,1
LotjaGi4g1v0338600.1,LotjaGi4g1v0338600,chr4,71888837,71894455,+,IPR029058 (Alpha/Beta hydrolase fold),"GO:0003824, GO:0004301, GO:0016787",AT4G15960.1 alpha/beta-Hydrolases superfamily protein,sp|I6YGS0|EPHA_MYCTU Epoxide hydrolase A,tr|I1MRK7|I1MRK7_SOYBN Uncharacterized protein,Epoxide hydrolase 2,7.480638854880628,7.46333836575525,6.461474633613808,6.74584511138145,7.807610932609872,7.506151092593151,7.182394337400608,7.2609493199171595,7.299822298635368,6.806312901607601,6.555860630862563,6.69082029119808,7.114575167297431,6.661971904323625,6.522896664267778,6.402249721825198,6.47367594267494,6.265833822354324,5.816777627161072,5.989586902370478,1.3770689035723285e-4,0.014310582054989855,0.6887743363841815,0.260287907746736,1,0.30601781652293286,2.272002765779446e-4,0.023596447416276204,0.6249511815760926,0.09377652730426912,0.9968864184011711,0.364403715019186,0.08010609865586175,0.788009165537184,0.3827565198612486,0.6686865179795278,1,0.06382315480808884,0.11759841928663468,0.884179749455768,0.32437062136499545,0.17827972212731386,1,-0.3189333650531598,0.8153019208491562,1,-0.05838589849625316,0.1709741640971963,1,0.2605474665569066,3
