ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,C_fSC_1,C_fSC_2,C_fSC_3,C_fSC_4,C_AtSC_1,C_AtSC_2,C_AtSC_3,C_AtSC_4,C_LjSC_1,C_LjSC_2,C_LjSC_3,C_LjSC_4,C_mock_1,C_mock_2,C_mock_3,C_mock_4,fullSC_vs_Mock_pvalue,fullSC_vs_Mock_padj,fullSC_vs_Mock_log2FoldChange,AtSC_vs_Mock_pvalue,AtSC_vs_Mock_padj,AtSC_vs_Mock_log2FoldChange,LjSC_vs_Mock_pvalue,LjSC_vs_Mock_padj,LjSC_vs_Mock_log2FoldChange,fullSC_vs_AtSC_pvalue,fullSC_vs_AtSC_padj,fullSC_vs_AtSC_log2FoldChange,fullSC_vs_LjSC_pvalue,fullSC_vs_LjSC_padj,fullSC_vs_LjSC_log2FoldChange,AtSC_vs_LjSC_pvalue,AtSC_vs_LjSC_padj,AtSC_vs_LjSC_log2FoldChange,cl
AT3G55160.3,NA,3,20444502,20452626,-,8124,protein_coding,Thyroid adenoma-associated-like protein [Source:UniProtKB/TrEMBL;Acc:F4JFA0],8.211337216362924,7.859124521465499,8.15636888571234,8.150632319138492,7.916844401760059,7.977379088882471,8.114464282817885,8.30268746299616,8.535330973885294,8.208741734778673,7.901340034714571,8.071711815522779,7.374115606669926,6.967577417834656,7.845230604635814,8.12710489089674,1.3726552144956794e-6,0.0012483630794365463,1.74954465967076,2.8592678516581017e-6,0.0019498362059371698,1.6616906289311681,2.0042885220360046e-5,0.009415702079075808,1.6764056262847096,0.6610956551741621,1,0.08785403073959165,0.7553308929037439,1,0.07313903338605045,0.9484304887840134,1,-0.014714997353541207,8
AT5G13800.3,PPH,5,4451735,4454708,-,2973,protein_coding,pheophytinase [Source:TAIR;Acc:AT5G13800],5.480035685083985,5.732773781314846,5.324159917702291,5.739007099719586,5.108925395091187,5.6608683418394214,5.221219845007609,5.563129145262287,5.314099680605859,5.125390016319796,5.7366508309514215,5.603609963288484,5.605226850075374,4.816368175496812,5.700869092800634,5.4837453540090255,1.718177333986474e-6,0.0014256246010034695,3.035385523333072,2.922156660776007e-5,0.009289382226887938,2.6069190564180516,1.0712175347426478e-5,0.005806548380630661,2.9720436357359037,0.1590943463645279,0.9945355937762853,0.4284664669150208,0.8547204699219175,1,0.06334188759716845,0.27793884979598066,1,-0.3651245793178524,8
AT4G21680.1,NPF7.2,4,11517353,11519805,-,2452,protein_coding,Protein NRT1/ PTR FAMILY 7.2 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXN2],8.141911589882273,8.296693595883278,9.183465036177152,8.171948501011299,8.060060138168826,8.335212785274505,8.70562136400935,8.073508666182269,10.11363783909701,9.419287410964083,8.426297798660304,9.386362783489817,7.248466111001318,6.689435062898394,7.666488488450723,8.095705036625576,2.0446143265420587e-6,0.0016644703723204465,2.411298658586747,9.12820377596176e-6,0.004764696983304484,2.209703820114602,1.6325340069741045e-8,4.313971113429071e-5,3.1057664813926884,0.47193759595906143,1,0.20159483847214452,0.033827931555634516,0.7745905960290189,-0.6944678228059418,0.004795111045896293,0.18504263434206847,-0.8960626612780863,8
AT5G23820.1,ML3,5,8031165,8033149,+,1984,protein_coding,MD-2-related lipid-recognition protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF98],9.16802887616675,8.323503330220417,8.246429195480596,8.18334147792384,9.196421682569152,8.115846947551162,8.250519619115284,8.387881161692038,7.981090399144009,7.986708543851685,8.015933037661254,8.068161940566913,8.046846484073527,8.76885804331916,7.708080825556813,7.7975678981094765,2.217892689800039e-6,0.0017160951079531743,-0.7027519954043069,1.6509096899822605e-5,0.0071224960910663245,-0.6298474250052325,5.816934816432787e-7,8.480689794440629e-4,-0.8247980220765556,0.42090726566918285,1,-0.07290457039907434,0.2737639494744324,1,0.12204602667224868,0.06877542342327002,0.8419711067653636,0.19495059707132303,9
AT2G43200.2,NA,2,17958139,17960672,+,2533,protein_coding,Probable methyltransferase PMT19 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW75],5.744597310748651,5.598207978265231,5.585515927988976,5.451716334620362,5.077093670622145,5.1037751262259,5.018047257996209,4.922297992511041,5.164106854991589,5.022026379029804,5.135879131342628,5.401071144145475,5.125325499921365,4.373509224197572,5.263309681080152,4.94742680148574,2.2273519224349365e-6,0.0017160951079531743,6.847908861868155,1.2197478422107265e-4,0.0195344142340477,5.542482034082838,2.440726087072678e-5,0.010862515680150822,6.409611119514252,1.0926618979499507e-5,8.84502631312356e-4,1.3054268277853172,0.19633266225933235,1,0.4382977423539039,0.011173791177770823,0.3213800259003125,-0.8671290854314133,8
AT5G11710.2,EPSIN1,5,3772570,3776662,+,4092,protein_coding,Clathrin interactor EPSIN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VY07],9.163810429406428,8.891325560651577,8.847597955132711,8.658671721844328,8.793617904128661,8.621350634428591,8.77447519381659,8.638748122718985,8.827762014103005,8.687426701123767,8.670871898542416,8.710142003815173,8.677156981711407,8.31436192020602,8.657819466893727,8.784085526236552,3.336310148488618e-6,0.002284895835979205,0.7169132480549836,9.833383041298607e-4,0.08679654175075263,0.5001589967172214,9.41093857268937e-5,0.027056731802316675,0.6531907541953755,0.012256424812732829,0.3228423107265999,0.21675425133776216,0.5280855494318055,1,0.06372249385960807,0.12004038461564182,1,-0.15303175747815406,8
AT2G17500.4,PILS5,2,7606905,7609278,+,2373,protein_coding,Protein PIN-LIKES 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHL8],10.311575943873379,9.549360763295976,8.921018007892663,8.923634493046096,10.372091508185132,9.223995882719926,9.448780304042254,9.326112907427767,8.474216093101735,8.36502802753122,9.077204492859535,8.951387424804745,9.732344149099767,9.987736072651284,9.29571504545049,9.363855781392658,3.739809265025357e-6,0.002372908978658589,-0.892298000070888,0.0037611229207189577,0.20609247841915712,-0.5472989463320189,9.85878977901485e-6,0.005608905070966165,-0.9344766775280114,0.002661264113538257,0.10956383725450537,-0.34499905373886913,0.7596765761646131,1,0.04217867745712343,0.0034882310641825387,0.14713927262185977,0.3871777311959925,9
AT5G49960.1,NA,5,20323785,20327881,-,4096,protein_coding,Probable ion channel POLLUX [Source:UniProtKB/Swiss-Prot;Acc:Q9LTX4],5.531031167003524,5.129133448297694,5.319126189522854,5.362271206398953,5.037599364144895,4.764374538228697,5.522229949211173,5.460594078206658,5.231880576639562,5.024357161547353,4.993565826917376,5.579873272215872,5.093524615110644,4.380366160675818,5.207110443026845,5.307043157859761,4.143146166247555e-6,0.002537107327800739,8.445225036188337,1.6287974956651373e-5,0.0071224960910663245,7.85336420854654,1.0077152239110448e-5,0.005608905070966165,8.514029732354718,0.12396682152099249,0.9415331263600968,0.5918608276417965,0.8784836379394834,1,-0.06880469616638084,0.13137337105062216,1,-0.6606655238081773,8
AT2G28000.1,CPN60A1,2,11926446,11929488,+,3042,protein_coding,SLP [Source:UniProtKB/TrEMBL;Acc:A0A178VZW6],10.171194743376812,9.463187129377024,9.356343478116255,9.613660589383176,9.88765086067158,9.29600304751421,9.43325521899109,9.64006118318669,9.339563901804532,9.529350032415483,9.446489644010336,9.548704488398222,9.297282062900017,9.23730567466918,9.307550072378675,9.317922760831996,5.741762479608139e-6,0.00330312111926897,0.5273203951167925,5.475709780014596e-4,0.05730520037104384,0.3951546823557854,3.0269618600343664e-6,0.0027821727704837613,0.59094210331693,0.04810984742959101,0.6830363531415379,0.1321657127610071,0.41995757923120025,1,-0.06362170820013749,0.01026059193225017,0.3049638184896607,-0.19578742096114457,8
AT1G44750.6,PUP11,1,16892577,16895978,+,3401,protein_coding,Probable purine permease 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPF6],6.773149968587603,6.408471942989995,6.8115001923554095,6.380618767659139,6.739345670358838,6.458549354795891,6.711028462314116,6.621766782057846,6.436611840221677,6.322172429809197,6.439007646301523,6.1926008509354045,6.827365779511092,5.623886730198901,6.398372774309759,6.418736732619938,6.459115985423664e-6,0.00352765845958341,2.072902248957473,1.2547047697738807e-6,0.00108263097277632,2.1929476218334245,1.35011770662848e-4,0.033270657136975655,1.8973796858759502,0.5961652075213304,1,-0.12004537287595161,0.5160688256085728,1,0.17552256308152261,0.2560091941269038,1,0.2955679359574742,2
AT3G61800.2,NA,3,22874555,22878617,-,4062,protein_coding,UV-stimulated scaffold protein A homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9M358],5.924966176399757,6.091414470688544,6.278286477600233,6.151251655174392,6.34726468903732,5.909415914032207,6.200943364782958,5.582115988612516,6.298165208798287,6.00949986883785,5.891224869877203,6.105007829940712,6.156922393561702,4.752217390975632,6.282080059805393,5.974351259638136,6.727507741349034e-6,0.003628313112603068,6.344058497024229,9.369866688630973e-6,0.0047729875131965966,6.230437935541141,1.1318904633201384e-5,0.005937314622467279,6.539074566315056,0.7479101846792983,1,0.11362056148308872,0.6411871619088448,1,-0.1950160692908265,0.44533630189395557,1,-0.3086366307739152,8
AT5G62350.1,NA,5,25037191,25038424,+,1233,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LVA4],9.059944948581707,9.68213507401908,10.489291849867003,9.176673094139286,9.85222722429265,9.931123331776432,9.50171232786313,9.189593932750164,10.41851988623573,10.256476498874042,9.463957224109839,9.376180505423958,8.904889970648199,9.70169474344865,9.425895403642311,9.372336131753785,8.393533530144026e-6,0.004195320994864105,-0.8644906136201167,1.3441024884563072e-4,0.020367460102900064,-0.7239562057189126,7.013000918473122e-7,9.883655961101454e-4,-1.049721188551603,0.21910708462062806,1,-0.14053440790120408,0.16647476058034635,1,0.1852305749314862,0.0123957805183669,0.34235238748572705,0.3257649828326903,9
AT3G25820.3,TPS27,3,9439146,9442774,+,3628,protein_coding,"1,8-cineole synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0DI77]",9.733704618091279,9.608630544269735,9.534029830411143,9.655159726057784,10.27383489790725,9.929429481820115,10.079482866692258,9.99099367325851,9.793738357135815,9.493457856072009,9.636223654962341,9.658641133380984,9.147064126138416,10.307655082078467,9.42738634939007,9.336643020492227,9.118390501094537e-6,0.004276326919132879,-0.9494918622180487,0.0706851094742158,0.8971979671479569,-0.3776519557902713,1.1108148091521697e-4,0.029537893164121844,-0.9026795350602266,6.183966705138916e-6,5.252232824014245e-4,-0.5718399064277774,0.7539806075579268,1,-0.046812327157822096,2.695312275435637e-4,0.018553008423550826,0.5250275792699554,4
AT4G02570.1,CUL1,4,1128558,1133697,+,5139,protein_coding,AT4G02570 protein [Source:UniProtKB/TrEMBL;Acc:B9DGE3],8.436606739471687,8.543989587396945,8.547700234507007,8.356953345142298,8.584166233516536,8.563817361285482,8.684885974488518,8.803157651127538,8.219209335603614,8.68037182424055,8.599192979821058,8.762545021727062,8.873276869225313,7.698668191955573,8.600411953821789,8.862800187144305,1.3619225935559515e-5,0.005847478822599191,1.2766780292411608,1.7061863980832083e-7,2.185986694271456e-4,1.500533064126494,2.4169414094284804e-6,0.002492397141235028,1.5007989585262644,0.17750705673638,1,-0.2238550348853333,0.24950383991259176,1,-0.22412092928510352,0.9988700088141562,1,-2.6589439977023945e-4,2
AT1G70060.1,SNL4,1,26383216,26389916,+,6700,protein_coding,Paired amphipathic helix protein Sin3-like 4 [Source:UniProtKB/Swiss-Prot;Acc:O04539],8.680787825493553,8.76168716481397,8.827316819652472,8.762187780338984,8.613270208131926,8.730396359984962,8.752152196305449,8.432839724782866,8.957702306049649,8.94627337409628,8.557114464516097,8.75474927256297,8.785139938106836,8.173686157788335,8.895469187887098,8.811050159687772,1.3688299288057253e-5,0.005847478822599191,0.7224009457966816,4.5666164144546643e-4,0.04989057932897757,0.570104743252934,1.7689056663210484e-4,0.035445180839835985,0.6727871396703899,0.10227466861813661,0.895807090667783,0.15229620254374748,0.6438351141259071,1,0.049613806126291626,0.3265010827253037,1,-0.10268239641745587,8
AT1G62570.1,FMOGS-OX4,1,23168767,23172175,+,3408,protein_coding,Flavin-containing monooxygenase FMO GS-OX4 [Source:UniProtKB/Swiss-Prot;Acc:Q93Y23],9.324184653894546,8.755607331469498,8.596644140486488,7.972675199929533,9.617790431101762,8.74550662845606,8.964944647986016,8.677235482395306,8.093260856354497,8.034731388387884,8.163251254035318,8.202723939308681,9.524124677038989,9.25503093926363,8.903098649794806,9.22407228607581,1.4643868936349005e-5,0.006194356560075629,-1.1291057110004756,0.03470010208553622,0.6751589121842942,-0.5371226636159085,1.1374703983440152e-5,0.005937314622467279,-1.2535996700313052,1.2671337723931892e-4,0.008196664729186887,-0.591983047384567,0.5019190232222079,1,0.12449395903082966,5.722883069930279e-5,0.00469439842430644,0.7164770064153967,4
AT3G13080.5,ABCC3,3,4195770,4201734,-,5964,protein_coding,MRP3 [Source:UniProtKB/TrEMBL;Acc:A0A178VHA7],5.866745270254287,5.88027752269054,4.4660532801274675,4.818345206901341,4.508715261856074,6.61045329291281,6.628353719678886,5.5309588504312694,5.641210453590532,5.715732505798219,5.707407097994227,6.321084232657752,5.958583912913734,4.435735182020416,7.060915681421625,6.817104236428217,1.8246240125414582e-5,0.007248607414911155,13.638899499361425,3.2381756748358303e-6,0.0021063087312624446,14.638621833047068,6.790514442627397e-6,0.004557189692607719,15.35808049729148,0.48473865048187864,1,-0.9997223336856442,0.3066092842600428,1,-1.7191809979300543,0.6582559387703781,1,-0.7194586642444101,8
AT5G19890.1,PER59,5,6724076,6725966,-,1890,protein_coding,Peroxidase 59 [Source:UniProtKB/Swiss-Prot;Acc:Q39034],7.793594819058164,8.108382578825976,9.348948024910886,9.669288166453114,7.471261637313639,8.62674669129275,8.897290703869645,8.575239875878843,9.244372412898421,8.900548306181012,9.585770941351608,9.648913155139597,8.380778467081182,7.744152622338023,8.329479837085,8.12685197610504,1.9814544068891228e-5,0.007633199271396257,2.2070941821747616,0.0031798795626296994,0.18496450393056021,1.4910627030141161,6.516600442929738e-5,0.02213234492529389,2.2425112294984166,0.01728081086449037,0.39530938137394506,0.7160314791606454,0.9192762004226109,1,-0.035417047323655214,0.02688150038222462,0.5369122105715358,-0.7514485264843006,8
AT4G16890.5,SNC1,4,9500506,9505455,-,4949,protein_coding,"disease resistance protein (TIR-NBS-LRR class), putative [Source:TAIR;Acc:AT4G16890]",5.445361490287261,6.091721612529897,5.563085683562315,5.959782706600817,5.3640263147360265,5.911197634244534,5.576053915390368,5.450392027300035,6.117390376112967,5.9129054063489646,6.140591802043801,5.685440494011733,5.580316552650025,4.584500303798256,5.2867261332872175,5.468463916931333,2.0244320838824988e-5,0.007729747494795955,6.498407379361866,5.4886392883167774e-5,0.01196699924213649,6.112422719070633,1.5649171691214118e-5,0.007784082107112152,6.945030778642782,0.3614459423700961,1,0.38598466029123296,0.3614658244147315,1,-0.44662339928091654,0.08002165741205552,0.8908677986639431,-0.8326080595721495,8
AT3G10490.4,ANAC052,3,3268566,3270931,+,2365,protein_coding,NAC052 [Source:UniProtKB/TrEMBL;Acc:A0A178VCW1],5.944427239274644,5.522068179716068,5.968136718431247,5.4837964883122625,5.3431164083297045,5.607860342110446,5.736375413126392,5.01398336891281,5.5068361040733596,5.547355619558792,5.533001126302693,5.784423185197401,5.797860583223066,4.604139788003031,6.2926810704306675,5.983196092638836,2.2850286530117317e-5,0.008639726443906804,6.121443901526869,1.3499195104532772e-4,0.020367460102900064,5.495076921526397,5.1419051175834244e-5,0.018834967620654345,6.173481760848967,0.08349689487813564,0.8413257885128539,0.6263669800004734,0.9016793156805419,1,-0.05203785932209706,0.09934410246992692,0.9547118867093005,-0.6784048393225705,8
AT4G15570.1,MAA3,4,8892607,8899061,+,6454,protein_coding,Probable helicase MAGATAMA 3 [Source:UniProtKB/Swiss-Prot;Acc:B6SFA4],5.711774453557823,5.787974513243989,6.2628071946079,5.905251006867729,6.304431459804746,6.164107042116842,6.287998086662904,6.171691168694639,6.66923772240669,6.011000044012344,6.29290097017539,6.21584253295593,6.103889685072287,4.759078975526647,6.299822299445781,5.848107204170175,2.3979574852407577e-5,0.008842929372495532,6.201278754937971,1.9341682460777774e-6,0.0014868478808030623,6.966662847596814,3.90371635054439e-6,0.0031740216788657084,7.157068585048618,0.03180069507063142,0.5556496803866426,-0.7653840926588433,0.023445336825217437,0.6369411118134132,-0.955789830110646,0.6361533695558805,1,-0.19040573745180273,2
AT3G57470.6,NA,3,21269245,21276013,-,6768,protein_coding,Insulin-degrading enzyme-like 2 [Source:UniProtKB/Swiss-Prot;Acc:F4J3D9],6.576478060858727,6.436846063778577,6.989088680713643,6.44978709016004,7.048313756816738,6.6546378065845015,6.940282592398704,6.501275846136853,7.44451653421724,7.953834441279841,6.091386545754108,6.1879829089910725,5.676485818863433,5.2115823615824395,5.917406718831111,6.693514662653701,3.0032536635554326e-5,0.010534827851037617,2.443704308278844,2.7242933591311068e-6,0.0019197187204010532,2.7071002757419538,6.164831849819523e-4,0.06434808019354961,2.1653327219428617,0.31521705941294303,1,-0.26339596746310984,0.37348895995870357,1,0.2783715863359822,0.07288939413640029,0.8561847703655465,0.541767553799092,2
AT2G22660.3,GRDP1,2,9627342,9631179,+,3837,protein_coding,Glycine-rich domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ47],7.373690448377684,6.821242236475975,6.219215543117252,8.091936537471447,6.589656170573159,4.8179400278073246,7.804071018869093,7.379775168354605,7.609533674648606,8.00575889077851,6.568898432266604,7.1620231968529104,7.094400295366117,4.823145386228313,7.134507702402435,7.074915476566099,3.392243038937023e-5,0.011434509231091938,11.0773362902324,3.049479443704213e-4,0.03783120678192002,9.580606026621695,6.068093885242035e-5,0.021379917455669434,11.429813726464118,0.14473190783564827,0.974040699779304,1.496730263610706,0.7701931541160052,1,-0.3524774362317185,0.11455204166845971,0.9937059723779735,-1.8492076998424245,8
AT3G57980.2,NA,3,21466919,21469351,-,2432,protein_coding,DNA-binding bromodomain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LTJ3],5.634156101160569,5.116982496824714,5.159179889135717,5.30832046502316,4.865098979332005,5.045294459522006,4.998844756933001,5.403276106078182,5.1040949967477935,4.925996785899225,5.015941599606391,5.371592024504592,5.036337066019517,4.587136348376178,5.096315584934084,4.759361187775483,3.7040607269963635e-5,0.011580826386013415,3.1907278280821814,9.629540061840673e-4,0.08571304290834182,2.522593526715969,2.615709192093356e-4,0.03724537496682098,3.0327197319656882,0.07702516320304424,0.8216539531636925,0.6681343013662123,0.7184632719860837,1,0.15800809611649294,0.23290756389614534,1,-0.5101262052497193,8
